id,type,text1,text2,text3,text4,notes,,,
fed_excelsior_ussExcelsior,SHIP,"The Excelsior class stands as one of the most important and enduring starship designs in naval history—a legendary heavy cruiser introduced in the late 23rd century under the ambitious moniker of ""The Great Experiment."" Originally designed as a testbed for transwarp drive technology, the class quickly transcended its experimental origins to become the operational backbone of Starfleet for over a century. Sleeker, faster, and far more imposing than the Constitution class it succeeded, the USS Excelsior established an architectural blueprint of long nacelles and sweeping hull lines that directly influenced the design of the Ambassador, Galaxy, and Sovereign classes.

Conceived as Starfleet’s premier deep-space explorer, fleet anchor, and diplomatic flagship, the design paired massive internal volume with multi-role operational flexibility. Its sprawling secondary hull permitted extensive modular refits over its multi-generational lifespan, allowing the vessel to adapt seamlessly from deep-space charting to heavy border patrol, disaster relief, and high-level VIP transport. The Excelsior possessed exceptional mission endurance, capable of conducting independent long-range surveys beyond known borders while projecting unquestioned Federation authority.

The ship's legacy as a hero vessel was forever cemented under the command of Captain Hikaru Sulu. During the Khitomer crisis of 2293, the USS Excelsior braved anomalous nebula hazards in the Beta Quadrant before breaking protocol to rush to the aid of the Enterprise-A. Joining forces in the skies above Khitomer, the Excelsior helped defeat General Chang's prototype cloaked bird-of-prey, directly securing the historic peace treaty between the United Federation of Planets and the Klingon Empire. This decisive victory proved that the new heavy cruiser was as lethal in battle as it was vital to galactic diplomacy.

Tactically, the Excelsior class was built as a heavy line combatant capable of dominating engagements against contemporary cruiser- and battleship-tier threats. Armed with broad-coverage phaser banks, heavy forward and aft torpedo payloads, and dense shielding, it frequently served as a fleet flagship and tactical lead. Through continuous power-grid and weapons modernization, refitted Excelsior-class hulls continued to absorb punishment and hold battlelines well into the Dominion War, cementing ""The Great Experiment"" as one of the most reliable and respected capital ship designs ever launched.",,,,,,,
fed_constellation_stargazer,SHIP,"The USS Stargazer was a Constellation-class starship, belonging to a rare lineage of four-nacelled vessels fielded by Starfleet in the 2280s. Built with a consolidated single-hull design to optimize space for equipment and experimental systems, its quad-nacelle layout was intended to deliver a 15% boost in fuel efficiency as well as superior maneuverability across its warp flight envelope. 

However, its early operational years were marked by a power mismatch where the nacelles demanded more energy than the core could safely yield, forcing Starfleet to apply software limiters that throttled the engines. This compromise blunted the performance of the ship's tactical suite—consisting of eight dual-mounted phaser banks and four torpedo launchers—requiring early commanding officers to carefully balance weapon output against shield energy. The Stargazer soldiered through these early power limitations and eventually achieved legendary status under the command of a young Jean-Luc Picard, who famously used the ship to execute the first ""Picard Maneuver"".",,,,,,,
fed_intrepid_voyager,SHIP,"The Intrepid class represents Starfleet’s drive toward compact, high-efficiency science cruisers—conceived as an agile, highly automated counterpart to massive capital ships like the Galaxy class. Defined by its signature variable-geometry warp nacelles and aerodynamic hull, the class was engineered for extreme warp speeds, deep-space survey work, and independent long-duration deployments. No starship better validated this design philosophy than the USS Voyager, which turned a catastrophic stranding 70,000 light-years from home into a legendary seven-year odyssey across the uncharted Delta Quadrant under Captain Kathryn Janeway.

Though operating with a crew of under two hundred personnel, Voyager packed state-of-the-art technological breakthroughs into its compact frame, pioneer-testing organic bio-neural computer circuitry and emergency holographic medical programs. Forced to survive entirely without Starfleet resupply or repair facilities, the vessel's adaptable laboratories and custom-built Astrometrics lab became vital survival instruments. Voyager mapped vast swathes of unknown space, executed dozens of historic First Contacts, and routinely retrofitted local technologies to navigate unprecedented cosmic anomalies.

Speed and evasion served as the vessel's primary defensive doctrine, allowing it to bypass dangerous territories and disengage from overwhelming armadas. Yet years of relentless skirmishes with hostile Delta Quadrant powers—and repeated, direct engagements with the Borg Collective—morphed the vessel from a swift scout into an extraordinarily resilient survival machine. By the time it forced a path back to Earth, Voyager had accumulated unprecedented combat data and experimental upgrades, returning as one of the most battle-tested platforms in naval history.

Tactically, the Intrepid class relies on superior speed and precise firing arcs rather than brute force. Full-coverage phaser arrays and high-capacity torpedo launchers give it excellent point defense and strike capability for its size, while its high sub-light acceleration makes it difficult for heavier warships to lock target arrays. In any operational theater, the class excels as a high-speed skirmisher, deep-reconnaissance lead, and rapid-response scientific interdictor.",,,,,,,
fed_ambassador_enterpriseC,SHIP,"The Ambassador class bridges the gap between the Excelsior and Galaxy generations, representing Starfleet’s mid-24th-century transition toward massive, long-range capital ships built to project authority, diplomacy, and defensive power. As the premier flagship of her era, the USS Enterprise-C under the command of Captain Rachel Garrett redefined Starfleet’s vision of an exploration cruiser—combining impressive scale with the gravitas required to act as an independent instrument of Federation policy.

Designed to operate far beyond established borders for years without resupply, the vessel features expansive internal volume, heavy-duty sensor arrays, and versatile laboratory spaces. Beyond her scientific infrastructure, the ship was engineered as a premier diplomatic platform, housing extensive conference facilities and environmental suites capable of hosting complex multi-species summits. Her mere presence in volatile sectors signaled both Federation goodwill and unyielding resolve.

The Enterprise-C’s legacy as a hero ship was forever forged in 2344 during the tragic defense of Narendra III. Responding to a desperate distress call from a Klingon outpost under siege by four Romulan warbirds, Captain Garrett maneuvered her ship into a battle against impossible odds. Though the Enterprise-C was destroyed in the engagement, this selfless act of valor demonstrated Starfleet’s honor to the Klingon High Council, averting an impending galactic war and cementing the historical peace alliance between the Federation and the Klingon Empire.

Tactically, the Ambassador class remains a resilient and formidable capital combatant. Reinforced by heavy mid-24th-century shielding, high-capacity phaser arrays, and broad torpedo coverage, the design was built to absorb relentless punishment while delivering steady, lethal counter-fire. Though less agile than the starships that succeeded her, her extraordinary structural durability and battleline presence allow her to hold the line against cruiser-class fleets and fight far past the point of catastrophic hull damage.",,,,,,,
fed_enterpriseD,SHIP,"The Galaxy class represents the pinnacle of Starfleet’s 24th-century design philosophy—a true deep-space exploration cruiser built on an unprecedented capital-ship scale. Conceived as the successor to the Ambassador class, it was engineered to serve as a self-contained instrument of Federation authority, capable of operating for years beyond established borders without resupply. As the flagship of Starfleet, the USS Enterprise-D perfected this role, becoming the preeminent symbol of peace, scientific curiosity, and defensive resolve across the galaxy under the command of Captain Jean-Luc Picard.

Designed for long-duration independent deployments, the vessel pairs immense internal volume with state-of-the-art sensor arrays, advanced computing cores, and unmatched power generation. It functions as a mobile institution, housing dozens of specialized research laboratories alongside luxury ambassadorial suites and expansive diplomatic facilities. Throughout its storied career, the Enterprise-D hosted critical peace summits, mapped unexplored sectors, and recorded dozens of monumental First Contact encounters, defining the golden era of Federation statecraft.

Structurally, the design refines Starfleet’s classic dual-hull architecture to its absolute limit. The primary saucer and secondary stardrive sections can decouple mid-operation, originally intended to deposit civilian non-combatants to safety while leaving a dedicated tactical platform in the fight. In moments of extreme crisis, the crew of the Enterprise-D proved that this separation feature could also be wielded as an aggressive tactical maneuver, splitting enemy target locks and turning a single capital ship into a coordinated multi-vector strike pair.

While never intended strictly as a warship, the Enterprise-D stood as a formidable combatant against the quadrant's greatest threats. Armed with full-coverage Type X phaser arrays, heavy photon torpedo systems, and multi-layered shielding, it repeatedly held the line against hostile battle fleets and served as a frontline participant in encounters with the Borg Collective. Though its service ended in the Veridian system, the vessel's legacy as Starfleet's heroic flagship cemented the Galaxy class as one of the most adaptable and legendary starship designs in naval history.",,,,,,,
fed_sovereign_enterpriseE,SHIP,"The Sovereign class represents Starfleet’s post-Borg strategic paradigm shift—a compact, tactically formidable capital ship designed to balance deep-space exploration with unmatched combat capability. Conceived in the wake of the catastrophic losses at Wolf 359, it departed from the expansive ""city in space"" philosophy of the Galaxy class in favor of a streamlined, battle-ready profile. Commissioned as the new flagship under Captain Jean-Luc Picard, the USS Enterprise-E immediately inherited the responsibility of projecting Federation resolve, scientific authority, and military defense across an increasingly hostile quadrant.

While lacking the vast internal volume of its predecessor, the Enterprise-E compensated with state-of-the-art sensor suites, high-performance propulsion, and a refined generalist scientific infrastructure. It traded sprawling laboratory decks for concentrated operational efficiency, seamlessly executing high-resolution deep-space surveys and high-security diplomatic missions between fleet actions. Engineered with exceptional impulse maneuverability and structural resilience, the Sovereign rarely relies on saucer separation; instead, its unified spaceframe and redundant power grids allow it to absorb immense punishment while maintaining full battle readiness.

The vessel's legend was forged in the defining conflicts of the late 24th century. From breaking the Borg invasion fleet during the Battle of Sector 001 to exposing covert operations in the Briar Patch and enduring a brutal duel against the Reman dreadnought Scimitar in the Bassen Rift, the Enterprise-E repeatedly turned the tide of galactic events. Even when severely damaged, the flagship demonstrated an uncanny ability to survive catastrophic hull breaches and return to service under its own power, cementing its place as a symbol of Starfleet endurance.

Tactically, the Enterprise-E is one of the most lethal non-dreadnought battlecruisers in known space. Reinforced with ablative hull armor, regenerative shielding, and full-coverage Type XII phaser arrays, its offensive heart is a forward-mounted rapid-fire quantum torpedo turret. Capable of projecting devastating localized firepower, the vessel easily anchors heavy fleet formations, breaking through heavily armored battlelines and standing toe-to-toe with dedicated enemy warships.",,,,,,,
,,,,,,,,,
#Hull id - STATIONS,#type,#text1,,,,,,,
fed_starfleetMuseum,SHIP,"Originally constructed in Earth orbit as Spacedock One during the late 23rd century, this iconic mushroom-shaped orbital facility spent decades serving as Starfleet's primary repair yard, flagship staging hub, and central command station for Sol Sector operations. Following the deployment of larger, modern orbital infrastructure around Earth in the early 25th century, the historic station was spared from dismantling. Instead, it was decommissioned from frontline service and towed across interstellar space to the quiet isolation of the Athan Prime system, where it was permanently re-anchored and transformed into the official Starfleet Fleet Museum.

Now occupying a peaceful orbit around Athan Prime, the station functions as a high-security preservation facility, active restoration shipyard, and historical vault. Its sprawling internal bays, external drydock cradles, and specialized environmental containment fields are engineered to halt material decay, stabilize volatile legacy power grids, and preserve historic hull alloys across centuries. Equipped with industrial repair gantries, legacy replicator matrices, and extensive engineering archives, the facility retains the rare capacity to service and restore starships ranging from early warp prototypes to massive 24th-century capital cruisers.

Under the curatorship of Commodore Geordi La Forge and his specialized restoration team, the Fleet Museum operates as both a working engineering depot and a living memorial to Federation heritage. Despite its primary mission of historical preservation, the station remains a heavily fortified platform—defended by multi-layered shield grids, high-output tractor arrays, and autonomous security protocols to protect its priceless contents from hostiles and scrap raiders. Spacedock One stands as an enduring monument to generations of deep-space exploration, embodying the physical history and engineering triumphs of Starfleet.",,,,,,,
,,,,,,,,,
,,,,,,,,,
#id,#type,#text1,text2,text3,text4,notes,,,
saucer_separation,SHIP_SYSTEM,"Depending on the ship involved, it could be a purpose built tactical function or a life-saving measure. For the Galaxy Class, the saucer separation was a feature included to save civillian life aboard the ship and allow the Stardrive to be the tactical/military vessel. However, both could be used in unison for tactical advantages. Using this system with a Galaxy class seperates the stardrive from the saucer section. You get two fully combat capable ships for the price of one.",,A starship can split into different portions allowing the sections to both fight in unison. This creates another target for enemies to attack and another ship to help in a tactical situation. ,,,,,
enterpriseD_separation,SHIP_SYSTEM,"Originally codified in Starfleet doctrine as a emergency evacuation protocol—designed to deposit non-combatant families safely clear of engagement zones while the Stardrive Section entered high-intensity combat—the system was famously re-engineered into a high-stakes force multiplier by the crew of the USS Enterprise-D.

From its maiden trial during the Farpoint crisis to the desperate defense against the Borg at Sector 001, the Enterprise-D repeatedly proved that hull division was far more than an escape hatch. By executing mid-combat decoupling, Captain Picard and Commander Riker transformed a single exploratory flagship into a multi-vector strike group—utilizing the Saucer as an auxiliary command battery while the Stardrive section flanked and harried enemy battle lines.

> Triggers immediate hull separation, splitting the vessel into two distinct, AI-controlled combat entities: a heavily shielded Saucer Section and a high-mobility, heavy-ordnance Stardrive Section.
> Doubles active weapon arcs and tactical presence, forcing enemy target locks to split between two capital-tier threats.
",,A starship can split into different portions allowing the sections to both fight in unison. This creates another target for enemies to attack and another ship to help in a tactical situation. ,,,,,
reflex_shields,SHIP_SYSTEM,"A United Federation of Planets defensive system designed to prioritize reaction speed over brute force. Reflex Shields dynamically modulate shield harmonics to deflect incoming projectiles and missiles while reducing the impact of sustained energy fire. Excess beam energy is redirected back toward attackers as disruptive electromagnetic arcs, briefly turning hostile fire into a liability.",,"Adaptive shield system that deflects projectiles, disrupts missiles, and redirects beam energy back at attackers.",,,,,
polarized_hull,SHIP_SYSTEM,"A United Federation of Planets defensive system that temporarily realigns a ship’s hull and armor lattice at the molecular level. When activated, the hull structure becomes polarized, dispersing incoming force and significantly reducing structural damage. Polarized Hull is designed for short-duration survivability under heavy fire, allowing Federation vessels to endure concentrated attacks long enough to reposition or disengage.",,emporarily polarizes hull and armor to sharply reduce incoming structural damage.,,,,,
self_destruct,SHIP_SYSTEM,"A United Federation of Planets last resort denial system, authorized only under extreme combat conditions. Upon activation, the vessel initiates a controlled overload of its power core and structural containment fields. After a brief countdown, the ship detonates in a massive high-energy blast, inflicting severe explosive and electromagnetic damage to all nearby targets. The initiating vessel is completely destroyed, preventing capture or recovery and denying the enemy any strategic gain.",,Initiates a short countdown before destroying the ship in a massive area?effect explosion.,,,,,
reactor_ejection,SHIP_SYSTEM,"An emergency containment and survival system developed by the United Federation of Planets for vessels operating beyond immediate support range. When activated, the ship forcibly ejects its primary reactor assembly away from the hull, rapidly clearing the vessel of a critical containment failure risk. This procedure permanently disables the system and removes specialized reactor hardware, but allows the ship to survive catastrophic overload, capture, or cascading internal damage that would otherwise be fatal.",,"jects the ship’s reactor in an emergency, preventing catastrophic failure at permanent cost.",,,,,
holographic_fleet,SHIP_SYSTEM,"Advanced vessel have holoemitters installed just beneath the armor plating of the hull. These emitters are powerful enough to create effective fleets. However the power requirements to sustain a fleet is enormous. Often times, these fleets are created by stations. The holographic fleets are capable of inflicting real-world damage to enemy vessels as if they were true starships. It's an emergency measure by stations to shore up defense against enemy fleets. ",,,,,,,
,,,,,,,,,
impulse_overload,SHIP_SYSTEM,"A high intensity Federation propulsion protocol that temporarily pushes impulse systems beyond standard operational limits. When engaged, engine output and acceleration surge while defensive field modulation reduces incoming shield stress and prevents critical engine damage. Visual feedback and escalating system strain reflect the sustained power draw, making precise timing essential. Designed for rapid repositioning and decisive maneuvers, Impulse Overload exemplifies Federation engineering’s balance between performance, control, and calculated risk.",,"Temporarily overdrives Federation impulse systems, sharply increasing speed and acceleration while reducing shield stress and preventing engine damage.",,,,,
,,,,,,,,,
sensorPod_system,SHIP_SYSTEM,"A Federation combat coordination suite that integrates enhanced sensor resolution, predictive targeting, and fleetwide data sharing. When activated, allied vessels benefit from extended engagement ranges and improved battlefield awareness, while real-time threat analysis enables brief windows of heightened offensive effectiveness. Advanced sensor sweeps may also disrupt hostile cloaking systems, exposing concealed targets. Designed to amplify fleet cohesion and information superiority, this system embodies the Federation doctrine of precision through awareness.",,"Enhances allied sensor coverage and weapon range, periodically improving fleet firepower and disrupting hostile cloaking systems.",,,,,
surveyor_sensors,SHIP_SYSTEM,"A Federation fleet coordination system that links sensor, targeting, and defensive telemetry across nearby allied vessels. When activated, the host ship gains improved maneuverability, survivability, and situational awareness, while acting as a data relay that enhances allied weapon effectiveness, engagement range, and defensive response. By synchronizing sensor returns and fire control solutions in real time, this system reinforces Federation doctrines centered on mutual support, formation fighting, and coordinated force projection.",,"Boosts the host ship’s mobility and defenses while enhancing nearby allied firepower, range, and sensor coverage.",,,,,
synced_sensors,SHIP_SYSTEM,"A Federation tactical scanning mode adapted from long-range exploration and survey platforms. When engaged, the ship projects enhanced sensor coverage across the fleet, extending detection ranges and improving beam weapon effectiveness through refined targeting data. The system also performs a focused defensive recalibration on the host vessel, restoring shield integrity at the moment of activation. Surveyor Scanning emphasizes battlefield awareness and measured engagement, favoring precision and preparation over brute force.",,"Projects enhanced sensor coverage to allied ships, improves beam targeting, and restores shield integrity on activation.",,,,,
,,,,,,,,,
proximity_torpedo_launcher,SHIP_SYSTEM,"A Federation missile guidance enhancement that enables allied warheads to detonate automatically when entering lethal proximity to enemy vessels. By triggering high-energy detonations before direct impact, the system increases effectiveness against agile or heavily shielded targets and creates localized blast zones capable of damaging nearby ships. Proximity Detonation improves missile reliability in dense or chaotic engagements, prioritizing area denial and guaranteed damage.",,"Enables allied missiles to detonate near enemy ships, creating high?damage blast zones.",,,,,
critical_photon,SHIP_SYSTEM,"A specialized Federation strike protocol that authorizes the immediate release of pre?loaded photonic torpedoes through dedicated system launchers. When activated, the ship executes a coordinated forward salvo designed to overwhelm enemy defenses at a decisive moment. This system favors timing and positioning over sustained fire, reflecting Federation doctrines that emphasize controlled escalation and precise application of force.",,Launches a coordinated volley of photonic torpedoes from dedicated system launchers.,,,,,
impulse_diversion,SHIP_SYSTEM,"A controlled power diversion protocol that channels shipwide energy reserves into select pulse and phaser weapon systems. While active, propulsion output is deliberately reduced to stabilize firing solutions, allowing supported weapons to deliver massively amplified damage. The resulting energy saturation is visually apparent across the ship’s hull and weapon emitters, marking the vessel as a high-threat target. This system rewards deliberate positioning and commitment, trading mobility for overwhelming firepower.",,"Diverts power to select weapons, greatly increasing their damage at the cost of ship mobility.",,,,,
,,,,,,,,,
shield_battery,SHIP_SYSTEM,"A dedicated Federation emergency power reserve designed to rapidly restore defensive capability in critical situations. When activated, the system diverts stored energy directly into the shield grid, immediately reconstituting a significant portion of shield strength and forcibly re?engaging disabled emitters. Emergency Shield Battery is intended as a last?resort stabilization measure, allowing a ship to survive sudden shield collapse and re?enter the fight under extreme pressure.",,Instantly restores a large portion of shield strength and reactivates disabled shields.,,,,,
command_authority,SHIP_SYSTEM,"A high-level Federation command protocol that temporarily elevates the host ship to battlefield command status. While active, allied vessels within range receive improved defensive resilience and extended engagement reach, while the command ship itself becomes heavily fortified at the cost of reduced mobility. Automated tactical directives reorganize nearby ships into defensive and escort formations, and command limitations are effectively removed, allowing rapid and continuous issuance of orders. Command Authority embodies Federation leadership doctrine: centralized control, coordinated action, and overwhelming tactical clarity.",,"Assumes battlefield command, fortifying allied ships, enforcing formations, and removing command limitations while active.",,,,,
picard_maneuver,SHIP_SYSTEM,"A legendary Federation tactical maneuver that combines a short?range warp displacement with a precisely timed offensive surge. When activated, the ship momentarily vanishes and reappears at a new position, disrupting enemy targeting solutions while delivering enhanced weapon firepower. Defensive systems are hardened against conventional and electromagnetic damage during execution, allowing the ship to survive the extreme stresses involved. This maneuver rewards decisive timing, aggressive repositioning, and command?level situational awareness.",,"Instantly displaces the ship to a new position, boosting weapon damage and reducing incoming damage during execution.",,,,,
field_repairs,SHIP_SYSTEM,"A Federation combat repair protocol that coordinates onboard repair teams, automated drones, and adaptive power routing to sustain ships during prolonged engagements. While active, nearby allied vessels receive continuous hull reinforcement and reduced armor damage, supported by visible repair activity. The host ship benefits from enhanced mobility, reduced structural damage, and an immediate burst of armor and shield restoration upon activation. Field Repairs trades logistical resources for battlefield endurance, emphasizing Federation doctrines of resilience, mutual support, and sustained operations.",,Provides continuous hull repairs and armor protection to nearby allies while reinforcing the host ship’s defenses and mobility.,,,,,
command_coordination,SHIP_SYSTEM,"A Federation fleet support protocol designed to stabilize allied formations under heavy fire. When engaged, the host ship projects a coordination field that enhances nearby allied defenses, improves weapon reach, and restores shield integrity. The system also initiates emergency structural repairs on the host vessel, reinforcing armor, hull, and shields simultaneously. Support Coordination emphasizes endurance and cohesion, enabling Federation task groups to absorb sustained damage while maintaining combat effectiveness.",,"Enhances nearby allied defenses and weapon range while restoring armor, hull, and shields on the host ship.",,,,,
,,,,,,,,,
veteran_protocols,SHIP_SYSTEM,"Activates advanced combat protocols honed by veteran crews. While active, weapon damage is boosted, engines respond faster, and the ship gains adaptive defenses: shields and hull become increasingly resistant as they take damage. Ideal for turning the tide in prolonged engagements.

While active:
• Beam, Missile, and Ballistic weapon damage +15%
• Maximum speed +5%, turn acceleration +10%
• Shields gain up to +15% damage resistance as shield HP decreases
• Hull gains up to +25% damage resistance as hull integrity decreases",Special,"Boosts weapon damage, speed, and turn rate. Shields and hull gain scaling resistance as integrity drops.",,,,,
tractorBeam,SHIP_SYSTEM,"Projects a focused graviton tractor beam that locks onto a targeted ship, dramatically reducing its mobility. Increases the target’s speed, acceleration, deceleration, and maneuverability penalties by up to %s based on relative ship mass and system strength.

Heavier ships exert far greater stopping power, allowing capital and cruiser-class vessels to pin down smaller targets with brutal efficiency. Lighter ships can still interfere with enemy movement, but with reduced effectiveness against larger hulls.

Inspired by classic Starfleet tractor beam doctrine, this system is designed for battlefield control rather than raw damage. By restraining hostile vessels, it enables precise kills, prevents disengagement, and creates opportunities for coordinated fleet actions—true to its long-standing role in Star Trek naval combat doctrine.",,A ring of defense drones around the stattion.,,,,,
gravity_well,SHIP_SYSTEM,"Generates a localized gravity well centered on the activating ship, exerting a powerful pull on nearby enemy vessels. Reduces enemy speed and maneuverability by up to %s within the affected radius, with strength increasing as targets move closer to the core of the distortion.

Ships caught too near the emitter are violently repelled, preventing dangerous collisions while keeping hostile vessels trapped in an unstable orbital flow. Heavier ships project a stronger gravitational influence, allowing larger hulls to dominate the battlespace and disrupt enemy formations with ease.

Inspired by experimental graviton and subspace distortion weapons seen throughout Star Trek, gravity well technology is less about raw destruction and more about control. By warping local spacetime, this system pins enemies in place, breaks coordinated maneuvers, and turns the surrounding space itself into a weapon.",,,,,,,
,,,,,,,,,
,,,,,,,,,
station_utopiaPlanitia,CUSTOM,A famous station that is a visible part of the Utopia Planitia Shipyards. It's one of the primary stations used for ship construction. Major R&D take place at this station. It also serves as a staging ground for transport to surface facilities that build portions of starships. The station also coordinates with nearby drydocks surrounding the station. Some of the most important engineers in Starfleet have visited and/or served at Utopia Planitia Shipyards and likely were stationed aboard this particular facility. ,,Utopia Planitia is a vital resource to the United Federation of planets. This station is filled with the finest minds and researchers within the Federation.,,,,,
station_mcKinley,CUSTOM,"At this station, one of the most famous ships in the Federation, the USS Enterprise D was once docked. It does not only serve Galaxy class vessels, but other ships as well. However, the station itself is perfect for Galaxy class ships docking. It's able to allow docking of large ships by it's moveable arms, that can spread out and close in to clamp and safely harbor a vessel. A station of this class is capable of both repairing and building ships, though it's often seen by Sol system visitors, doing more repairs than building. ",,McKinley station is a resource capable of building and repairing ships with it's extensive facilities. ,,,,,
station_orbital_complex,CUSTOM,"One of the Federation's most enduring stations, the orbital complex is a station with multipurpose use. It has been used as a staging area, command center, center defense point, research station, outpose, and more. It can even serve as a temporary habit station. It's a vital station design that has endured the test of time and continues to see use. However, almost all stations come with no defenses save fora few deployable fighters and auxiliary craft. In order to shore up defense, often times, defense platforms are station near these stations when needed. Stations near the core Federation worlds likely do not have defense platforms but vunerable ones often do.",,,,,,,
station_regulaType,CUSTOM,"The Regula Station type is perhaps one of the most well-known stations in within the Federation. The Orbital Complex owes a lot of it's design to the Regula station. These stations often serve as outposts and starbases. However because of it's design, these stations are limited in their defenses. They are supported by nearby vessels and launchable fighters. Most Regula Type stations are employed for research use. For many researchers, they call this station home for years, even though it's not the greatest and most spacious of stations. Notable, many have been lost or destroyed wtihout fanfare, oftentimes by their own research or pirates. ",,,,,,,
station_jupiterType,CUSTOM,"The Jupiter-class station is a highly-modular research installation found in many different configurations around the Federation. First constructed in the 2330s, this design is one of the most common space stations in Federation space because of its ease of construction and versatility. These stations do not come with armanents since they are mostly research stations and serve as supply and fuel depots. As such, they rely heavily on support from fleets. Another option is deploying defense platforms for the station, usually phaser and torpedo platforms that take on the role of defense for the station. Even so, employing these stations as defense platforms isn't really a go to.",,,,,,,
station_drydock,CUSTOM,"Drydocks are specialized stations used to construct, repair, and refit starships, and Starfleet in particular uses the term specifically for these open-frame facilities rather than just applying it to any place that builds ships. This one would be classified as a Class-7 Drydock—or a Class-4 for its predecessor that looks virtually the same—and it's actually the most common drydock in the entire fleet today. Dating back to the 2270s, it was originally built to handle ships up to the size of a Constitution-class cruiser, but nowadays it’s the go-to for servicing most light cruisers and anything smaller. Since space is a rough place with radiation and cosmic debris being a constant concern, these stations are essential for sheltering a ship from the elements and supplying it with outside power during those long-term projects. They’re a much better choice for extensive refits that might take months or even years, which is a better use of resources than taking up a berth inside a massive spacedock. Basically, if your ship just needs fuel or supplies, you’d probably head to a starbase, but if you’re looking for new engines or more extensive repairs, a Class-7 is where you're going to end up.",,,,,,,
station_advancedDrydock,CUSTOM,"Some might refer to this station as an Advanced Drydock due to its sleek looks, but this station is actually a Class-9 drydock. It features a cage-like frame that is simpler in form than the heavy Class-10, yet it has become the standard facility for Starfleet since it can handle any starship class in current service. Like any other drydock, it's fully capable of constructing, repairing, or refitting vessels, and it has notably been seen servicing Sovereign-class ships, which shows it can handle the fleet's larger starships with ease. It even has specialized docking ports that can connect directly to a starship’s shuttle bay for those long-term, extensive repairs where you really need a direct link. When it isn’t occupied by a large vessel, the station is capable of servicing multiple smaller vessels like frigates or escorts at the same time, though its efficiency is a bit diminished in that setup. It also includes habitable command and engineering modules on the upper levels and ends of the frame, allowing the crew to stay on-site while they get the job done, making it a very versatile part of any shipyard.",,,,,,,
station_pras_mansion,CUSTOM,"No one knows how, but a single man came into ownership of an entire station of his own. The mysterious Mr. Pras owns one of the most lavish ""Mansion"" type stations in the Federation. Being affliated with the Federation, many vessels dock and vist this lavish station, filled to the brim with riches Mr. Pras has acquired in short time. Generous in nature, Mr. Pras allows for the Federation's utopian style ruling and economy aboard his station. However, this luxury is only afforded to Federation citizens. If you are not a Federation citizen, you gotta pay. 

Only a small portion of the station is accessible to the public visiting, docking, and repairing their vessels. This habitable area is what is seen by most people to visit Mr. Pras' mansion. The rest of the station is filled with Mr. Pras' collections over the years. There are even valuable small vessels stored in docks aboard the station. There are dangerous technologies and even personal R&D labs to develop ... ""legal"" technologies for his own benefit. 

Be wary, attacking this station will result in death. ",,,,,,,
station_spacedock,CUSTOM,"The Spacedock type was a large Federation space station design utilized by Starfleet beginning in the 23rd century which continued to be used throughout the 24th century and into the 25th century. The Spacedock-type had a massive layout that was designed to harbor numerous starships inside its upper, mushroom-shaped section. The interior docking bay could be accessed by four pairs of large space doors evenly spaced along the outer hull. Each set of space doors was located directly between two of the docking structures located inside.Spacedock-type stations were capable of major starship refits as well as repairs and could also serve as personnel hubs for crew rotations.The station was equipped with phasers for defense, which were mounted in twin banks of four emitters each. They were retracted beneath hull plating when not in use.",,,,,,,
station_spacedockMuseum,CUSTOM,"Originally constructed in Earth orbit as Spacedock One during the late 23rd century, this iconic mushroom-shaped orbital facility spent decades serving as Starfleet's primary repair yard, flagship staging hub, and central command station for Sol Sector operations. Following the deployment of larger, modern orbital infrastructure around Earth in the early 25th century, the historic station was spared from dismantling. Instead, it was decommissioned from frontline service and towed across interstellar space to the quiet isolation of the Athan Prime system, where it was permanently re-anchored and transformed into the official Starfleet Fleet Museum.

Now occupying a peaceful orbit around Athan Prime, the station functions as a high-security preservation facility, active restoration shipyard, and historical vault. Its sprawling internal bays, external drydock cradles, and specialized environmental containment fields are engineered to halt material decay, stabilize volatile legacy power grids, and preserve historic hull alloys across centuries. Equipped with industrial repair gantries, legacy replicator matrices, and extensive engineering archives, the facility retains the rare capacity to service and restore starships ranging from early warp prototypes to massive 24th-century capital cruisers.

Under the curatorship of Commodore Geordi La Forge and his specialized restoration team, the Fleet Museum operates as both a working engineering depot and a living memorial to Federation heritage. Despite its primary mission of historical preservation, the station remains a heavily fortified platform—defended by multi-layered shield grids, high-output tractor arrays, and autonomous security protocols to protect its priceless contents from hostiles and scrap raiders. Spacedock One stands as an enduring monument to generations of deep-space exploration, embodying the physical history and engineering triumphs of Starfleet.",,,,,,,
,,,,,,,,,
